hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,123,2016,February,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,64.0,0,0,Check-Out,2016-02-29
Resort Hotel,0,123,2016,February,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,64.0,0,0,Check-Out,2016-02-29
Resort Hotel,1,42,2016,February,9,27,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,3,No-Show,2016-02-27
Resort Hotel,1,19,2016,February,10,28,4,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,0,Canceled,2016-02-19
Resort Hotel,1,0,2016,March,10,2,0,1,1,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,40.0,0,0,No-Show,2016-03-02
Resort Hotel,1,219,2016,March,10,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,310.0,,0,Transient,52.0,0,0,Canceled,2015-11-20
Resort Hotel,1,219,2016,March,10,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,310.0,,0,Transient,52.0,0,0,Canceled,2015-11-20
Resort Hotel,1,219,2016,March,10,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,310.0,,0,Transient,52.0,0,0,Canceled,2015-11-20
Resort Hotel,1,219,2016,March,10,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,310.0,,0,Transient,52.0,0,0,Canceled,2015-11-20
Resort Hotel,0,0,2016,March,10,3,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,286.0,0,Transient,30.0,0,0,Check-Out,2016-03-04
Resort Hotel,1,2,2016,March,10,4,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,75.0,0,1,No-Show,2016-03-04
Resort Hotel,1,52,2016,March,10,4,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,1,No-Show,2016-03-04
Resort Hotel,1,29,2016,March,10,4,2,7,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,55.0,0,0,Canceled,2016-03-03
Resort Hotel,1,162,2016,March,10,4,6,15,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,96.0,,0,Transient,82.0,0,0,Canceled,2015-11-03
Resort Hotel,1,162,2016,March,10,4,6,15,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,96.0,,0,Transient,82.0,0,0,Canceled,2015-11-03
Resort Hotel,1,162,2016,March,10,4,6,15,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,96.0,,0,Transient,82.0,0,0,Canceled,2015-11-03
Resort Hotel,1,162,2016,March,10,4,6,15,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,96.0,,0,Transient,82.0,0,0,Canceled,2015-11-03
Resort Hotel,1,19,2016,March,10,5,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,0,Canceled,2016-02-20
Resort Hotel,1,11,2016,March,11,7,1,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,82.0,0,Transient,35.0,0,0,No-Show,2016-03-07
Resort Hotel,1,196,2016,March,11,7,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,0,Transient,41.4,0,2,Canceled,2015-08-31
Resort Hotel,1,30,2016,March,11,7,1,5,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,68.4,0,0,Canceled,2016-03-01
Resort Hotel,1,30,2016,March,11,7,1,5,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,68.4,0,0,Canceled,2016-03-01
Resort Hotel,0,190,2016,March,11,8,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,0,Transient,41.4,0,2,Check-Out,2016-03-12
Resort Hotel,0,190,2016,March,11,8,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,0,Transient,41.4,1,2,Check-Out,2016-03-12
Resort Hotel,0,259,2016,March,11,8,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,4,No Deposit,2.0,,0,Contract,26.1,0,0,Check-Out,2016-03-22
Resort Hotel,1,32,2016,March,11,9,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,184.0,,0,Transient,40.8,0,0,Canceled,2016-02-16
Resort Hotel,1,49,2016,March,11,9,2,9,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171.0,,0,Transient,63.0,0,0,Canceled,2016-01-21
Resort Hotel,1,6,2016,March,11,10,0,3,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,58.0,0,0,Canceled,2016-03-04
Resort Hotel,1,46,2016,March,11,11,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,375.0,,0,Transient-Party,25.0,0,0,Canceled,2016-03-10
Resort Hotel,1,228,2016,March,11,11,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,39.1,0,1,No-Show,2016-03-11
Resort Hotel,1,25,2016,March,12,13,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,0,Transient,46.4,0,1,Canceled,2016-03-08
Resort Hotel,1,14,2016,March,12,14,3,6,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,43.0,0,1,Canceled,2016-03-03
Resort Hotel,0,176,2016,March,12,16,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,,0,Transient,42.45,1,1,Check-Out,2016-03-19
Resort Hotel,1,15,2016,March,12,16,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,177.0,,0,Transient,45.0,0,0,Canceled,2016-03-07
Resort Hotel,0,1,2016,March,12,17,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,40.0,0,0,Check-Out,2016-03-18
Resort Hotel,1,30,2016,March,12,17,0,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,80.0,0,0,Canceled,2016-02-24
Resort Hotel,1,56,2016,March,12,17,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,0,Canceled,2016-01-26
Resort Hotel,0,148,2016,March,12,17,2,5,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,40.5,0,0,Check-Out,2016-03-24
Resort Hotel,1,105,2016,March,12,18,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,0,Canceled,2016-03-14
Resort Hotel,1,63,2016,March,12,18,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,56.0,0,0,Canceled,2016-01-20
Resort Hotel,1,23,2016,March,12,19,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,80.0,0,1,Canceled,2016-03-01
Resort Hotel,1,30,2016,March,12,19,2,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,339.0,,0,Transient,55.0,0,0,Canceled,2016-02-23
Resort Hotel,1,151,2016,March,12,19,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,39.0,0,1,Canceled,2016-02-29
Resort Hotel,1,199,2016,March,12,19,2,5,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,32.01,0,0,Canceled,2016-02-15
Resort Hotel,1,35,2016,March,12,19,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,62.86,0,2,Canceled,2016-02-15
Resort Hotel,1,186,2016,March,12,19,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,43.33,0,2,Canceled,2016-02-17
Resort Hotel,1,11,2016,March,13,20,1,0,1,0.0,0,BB,PRT,Direct,Corporate,0,0,0,A,A,0,No Deposit,,174.0,0,Transient,40.0,0,0,Canceled,2016-03-19
Resort Hotel,1,93,2016,March,13,20,2,2,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,96.0,0,0,Canceled,2016-02-15
Resort Hotel,0,177,2016,March,13,20,2,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,43.25,0,1,Check-Out,2016-03-26
Resort Hotel,1,16,2016,March,13,20,2,4,2,1.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,387.0,,0,Transient,105.0,0,0,Canceled,2016-03-09
Resort Hotel,1,38,2016,March,13,21,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,60.0,0,0,Canceled,2016-02-22
Resort Hotel,1,66,2016,March,13,21,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171.0,,0,Transient,37.0,0,0,Canceled,2016-01-16
Resort Hotel,1,18,2016,March,13,22,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,0,Canceled,2016-03-07
Resort Hotel,0,153,2016,March,13,22,2,6,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,54.9,0,1,Check-Out,2016-03-30
Resort Hotel,0,146,2016,March,13,22,2,8,3,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,1,No Deposit,314.0,,0,Transient,85.72,0,1,Check-Out,2016-04-01
Resort Hotel,0,141,2016,March,13,24,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,I,0,No Deposit,240.0,,0,Transient,0.0,0,1,Check-Out,2016-03-24
Resort Hotel,0,162,2016,March,13,24,0,3,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,84.0,0,0,Check-Out,2016-03-27
Resort Hotel,0,162,2016,March,13,24,0,3,3,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,C,1,No Deposit,,,0,Transient-Party,113.4,0,0,Check-Out,2016-03-27
Resort Hotel,0,136,2016,March,13,24,0,3,2,0.0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,387.0,,0,Transient-Party,84.0,0,0,Check-Out,2016-03-27
Resort Hotel,1,69,2016,March,13,24,0,3,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,125.0,0,0,Canceled,2016-02-26
Resort Hotel,0,136,2016,March,13,24,0,3,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,387.0,,0,Transient-Party,84.0,0,0,Check-Out,2016-03-27
Resort Hotel,0,136,2016,March,13,24,0,3,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,387.0,,0,Transient-Party,42.0,0,0,Check-Out,2016-03-27
Resort Hotel,0,162,2016,March,13,24,0,3,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,84.0,0,0,Check-Out,2016-03-27
Resort Hotel,0,162,2016,March,13,24,0,3,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,84.0,0,0,Check-Out,2016-03-27
Resort Hotel,0,136,2016,March,13,24,0,3,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,387.0,,0,Transient-Party,42.0,0,0,Check-Out,2016-03-27
Resort Hotel,0,136,2016,March,13,24,0,3,3,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,387.0,,0,Transient-Party,113.4,0,0,Check-Out,2016-03-27
Resort Hotel,0,162,2016,March,13,24,0,3,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,84.0,0,0,Check-Out,2016-03-27
Resort Hotel,1,136,2016,March,13,24,0,3,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,38.0,0,0,Canceled,2015-11-09
Resort Hotel,0,136,2016,March,13,24,0,3,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,387.0,,0,Transient-Party,42.0,0,0,Check-Out,2016-03-27
Resort Hotel,0,136,2016,March,13,24,0,3,3,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,387.0,,0,Transient-Party,113.4,0,0,Check-Out,2016-03-27
Resort Hotel,0,162,2016,March,13,24,0,3,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,84.0,0,0,Check-Out,2016-03-27
Resort Hotel,1,106,2016,March,13,24,1,3,2,0.0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,68.0,,0,Transient,84.0,0,0,Canceled,2016-01-22
Resort Hotel,1,41,2016,March,13,24,1,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,102.75,0,1,Canceled,2016-03-02
Resort Hotel,1,106,2016,March,13,24,1,3,2,0.0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,68.0,,0,Transient,84.0,0,0,Canceled,2016-01-22
Resort Hotel,1,36,2016,March,13,24,1,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,108.75,0,1,Canceled,2016-03-19
Resort Hotel,1,106,2016,March,13,24,1,3,2,0.0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,68.0,,0,Transient,84.0,0,0,Canceled,2016-01-22
Resort Hotel,1,106,2016,March,13,24,1,3,2,0.0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,68.0,,0,Transient,84.0,0,0,Canceled,2016-01-22
Resort Hotel,1,106,2016,March,13,24,1,3,2,0.0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,68.0,,0,Transient,84.0,0,0,Canceled,2016-01-22
Resort Hotel,1,106,2016,March,13,24,1,3,2,0.0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,68.0,,0,Transient,84.0,0,0,Canceled,2016-01-22
Resort Hotel,0,162,2016,March,13,24,1,3,2,0.0,0,SC,ESP,Offline TA/TO,TA/TO,0,0,0,A,I,0,No Deposit,387.0,,0,Transient-Party,63.0,0,0,Check-Out,2016-03-28
Resort Hotel,1,106,2016,March,13,24,1,3,2,0.0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,68.0,,0,Transient,84.0,0,0,Canceled,2016-01-22
Resort Hotel,1,127,2016,March,13,25,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,47.0,0,0,Canceled,2016-01-21
Resort Hotel,1,92,2016,March,14,27,2,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242.0,,0,Transient,96.0,0,0,Canceled,2016-01-25
Resort Hotel,1,20,2016,March,14,27,2,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,36.0,0,0,Canceled,2016-03-21
Resort Hotel,1,108,2016,March,14,27,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,1,Canceled,2016-03-09
Resort Hotel,1,143,2016,March,14,27,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,45.6,0,2,Canceled,2016-02-05
Resort Hotel,1,45,2016,March,14,28,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,96.0,0,0,No-Show,2016-03-28
Resort Hotel,1,66,2016,March,14,28,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,52.0,0,2,Canceled,2016-02-03
Resort Hotel,1,24,2016,March,14,28,2,5,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,58.0,0,0,Canceled,2016-03-04
Resort Hotel,0,147,2016,March,14,28,2,5,2,0.0,0,HB,LUX,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,,,0,Transient-Party,73.0,0,0,Check-Out,2016-04-04
Resort Hotel,0,147,2016,March,14,28,2,5,2,0.0,0,HB,LUX,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,,,0,Transient-Party,73.0,0,0,Check-Out,2016-04-04
Resort Hotel,0,168,2016,March,14,30,0,4,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,E,4,No Deposit,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-04-03
Resort Hotel,0,168,2016,March,14,30,0,4,1,0.0,0,BB,DEU,Groups,Direct,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,60.0,0,0,Check-Out,2016-04-03
Resort Hotel,0,168,2016,March,14,30,1,4,2,1.0,0,BB,GBR,Groups,Direct,0,0,0,A,C,2,No Deposit,,223.0,0,Transient-Party,83.5,0,0,Check-Out,2016-04-04
Resort Hotel,0,169,2016,March,14,31,0,3,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,D,1,Refundable,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-04-03
Resort Hotel,0,169,2016,March,14,31,0,3,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,2,Refundable,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-04-03
Resort Hotel,0,169,2016,March,14,31,0,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,E,1,Refundable,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-04-03
Resort Hotel,0,169,2016,March,14,31,0,3,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,C,1,Refundable,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-04-03
Resort Hotel,0,169,2016,March,14,31,0,3,1,0.0,0,BB,AUT,Groups,Direct,0,0,0,A,A,2,Refundable,,223.0,0,Transient-Party,66.0,1,0,Check-Out,2016-04-03
Resort Hotel,0,169,2016,March,14,31,0,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,D,1,Refundable,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-04-03
Resort Hotel,0,169,2016,March,14,31,0,3,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,D,1,Refundable,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-04-03
Resort Hotel,0,169,2016,March,14,31,1,3,1,0.0,0,BB,NLD,Groups,Direct,0,0,0,A,A,1,Refundable,,223.0,0,Transient-Party,60.0,0,0,Check-Out,2016-04-04
Resort Hotel,0,169,2016,March,14,31,1,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,0,Refundable,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-04-04
Resort Hotel,0,169,2016,March,14,31,0,3,1,0.0,0,BB,BEL,Groups,Direct,0,0,0,A,A,2,Refundable,,223.0,0,Transient-Party,68.0,1,0,Check-Out,2016-04-03
Resort Hotel,0,169,2016,March,14,31,0,3,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,C,1,Refundable,,223.0,0,Transient-Party,72.0,1,0,Check-Out,2016-04-03
Resort Hotel,0,169,2016,March,14,31,1,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,0,Refundable,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-04-04
Resort Hotel,1,169,2016,March,14,31,1,3,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Refundable,,223.0,0,Transient-Party,66.0,0,0,Canceled,2016-03-24
Resort Hotel,0,169,2016,March,14,31,1,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,Refundable,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-04-04
Resort Hotel,0,169,2016,March,14,31,1,3,1,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,Refundable,,223.0,0,Transient-Party,60.0,0,0,Check-Out,2016-04-04
Resort Hotel,0,169,2016,March,14,31,1,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,0,Refundable,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-04-04
Resort Hotel,0,169,2016,March,14,31,1,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,Refundable,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-04-04
Resort Hotel,0,169,2016,March,14,31,1,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,E,3,Refundable,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-04-04
Resort Hotel,0,169,2016,March,14,31,2,3,2,0.0,0,BB,BEL,Groups,Direct,0,0,0,A,A,1,Refundable,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-04-05
Resort Hotel,1,31,2016,April,14,1,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,0,Transient,94.16,0,1,Canceled,2016-03-28
Resort Hotel,1,38,2016,April,14,1,2,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,68.56,0,1,Canceled,2016-02-29
Resort Hotel,1,33,2016,April,15,3,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,74.75,0,2,Canceled,2016-03-02
Resort Hotel,0,182,2016,April,15,4,0,0,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,I,0,No Deposit,156.0,,0,Transient,0.0,0,1,Check-Out,2016-04-04
Resort Hotel,0,171,2016,April,15,4,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,298.0,,0,Transient-Party,85.0,0,0,Check-Out,2016-04-06
Resort Hotel,0,171,2016,April,15,4,1,1,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,Non Refund,298.0,,0,Transient-Party,54.5,0,0,Check-Out,2016-04-06
Resort Hotel,0,171,2016,April,15,4,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,Non Refund,298.0,,0,Transient-Party,85.0,0,0,Check-Out,2016-04-06
Resort Hotel,1,27,2016,April,15,4,1,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,56.0,0,0,Canceled,2016-03-08
Resort Hotel,0,171,2016,April,15,4,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,Non Refund,298.0,,0,Transient-Party,85.0,0,0,Check-Out,2016-04-06
Resort Hotel,0,171,2016,April,15,4,1,1,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,Non Refund,298.0,,0,Transient-Party,54.5,0,0,Check-Out,2016-04-06
Resort Hotel,1,171,2016,April,15,4,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,298.0,,0,Transient-Party,85.0,0,0,Canceled,2016-04-04
Resort Hotel,0,171,2016,April,15,4,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,Non Refund,298.0,,0,Transient-Party,85.0,0,0,Check-Out,2016-04-06
Resort Hotel,0,171,2016,April,15,4,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,Non Refund,298.0,,0,Transient-Party,85.0,0,0,Check-Out,2016-04-06
Resort Hotel,0,171,2016,April,15,4,1,1,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,Non Refund,298.0,,0,Transient-Party,54.5,0,0,Check-Out,2016-04-06
Resort Hotel,0,171,2016,April,15,4,1,1,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,Non Refund,298.0,,0,Transient-Party,54.5,0,0,Check-Out,2016-04-06
Resort Hotel,1,116,2016,April,15,4,2,5,2,0.0,0,HB,GBR,Groups,Direct,0,0,0,D,D,0,Non Refund,273.0,,0,Transient,72.0,0,0,Canceled,2016-01-14
Resort Hotel,0,200,2016,April,15,5,2,5,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,314.0,,0,Transient-Party,70.4,0,1,Check-Out,2016-04-12
Resort Hotel,1,85,2016,April,15,7,0,3,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,67.0,,0,Transient-Party,64.0,0,0,Canceled,2016-01-18
Resort Hotel,1,85,2016,April,15,7,0,3,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,67.0,,0,Transient-Party,64.0,0,0,Canceled,2016-01-18
Resort Hotel,1,31,2016,April,15,7,0,3,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,67.0,,0,Transient-Party,68.0,0,0,Canceled,2016-04-01
Resort Hotel,1,85,2016,April,15,7,0,3,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,67.0,,0,Transient-Party,64.0,0,0,Canceled,2016-01-18
Resort Hotel,1,85,2016,April,15,7,0,3,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,67.0,,0,Transient-Party,64.0,0,0,Canceled,2016-01-18
Resort Hotel,1,46,2016,April,15,9,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,58.0,0,2,Canceled,2016-02-23
